RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9879,15770041,Manna,728,Spain,Female,43,8,128412.61,1,0,1,139024.31,0
9092,15630195,Johnstone,745,France,Female,40,6,131184.67,1,1,1,49815.62,0
6171,15611157,McElhone,709,France,Female,32,2,87814.89,1,1,0,138578.37,0
3997,15718789,Brigstocke,604,France,Male,30,5,0.0,2,1,0,75786.55,0
3140,15736228,Chambers,645,France,Female,40,3,129596.77,1,1,1,103232.6,0
9153,15611315,Ts'ao,708,Germany,Female,23,4,71433.08,1,1,0,103697.57,0
4710,15713505,Harriman,554,France,Male,31,1,0.0,2,0,1,192660.55,0
5130,15764432,Hicks,588,Germany,Female,42,2,164307.77,1,1,0,48498.19,0
3621,15763806,Astorga,773,France,Male,41,4,0.0,2,1,1,24924.92,0
929,15677135,Lorenzo,520,Germany,Male,61,8,133802.29,2,1,1,90304.01,0
6764,15754053,Chung,718,France,Female,67,7,0.0,3,1,1,82782.08,0
4838,15708256,Chien,803,France,Male,28,3,0.0,2,1,0,159654.0,0
6127,15790935,Johnson,535,France,Female,29,5,0.0,2,0,1,52709.55,0
6694,15665784,She,637,France,Male,27,9,128940.24,1,1,0,46786.92,0
1305,15749004,Tsao,718,France,Female,31,0,118100.59,2,1,0,103165.15,0
5596,15616431,Chiu,608,France,Male,33,4,0.0,1,0,1,130474.03,0
6333,15793046,Holden,619,France,Female,35,4,90413.12,1,1,1,20555.21,0
6179,15746986,Howe,850,Germany,Female,40,4,97990.49,2,0,0,106691.02,0
962,15582797,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
9294,15571917,Eluemuno,771,Germany,Female,38,5,137657.71,2,1,0,72985.61,0
7754,15777616,Pisani,605,Germany,Male,28,10,113690.83,1,1,0,33114.24,0
9469,15638047,Chia,613,Germany,Female,45,9,142765.24,2,1,0,34749.65,0
3085,15724402,Tyler,770,France,Female,30,8,0.0,2,1,0,100557.03,0
6372,15656627,Lin,602,France,Male,34,5,0.0,2,1,1,77414.45,0
8261,15627830,Nikitina,640,Germany,Female,30,5,32197.64,1,0,1,141446.01,0
5901,15569759,Rawling,583,France,Female,27,4,0.0,3,1,0,163113.41,0
7997,15709639,Wilson,717,France,Female,22,5,112465.06,1,1,1,92977.75,0
3665,15794137,Nevzorova,751,Germany,Female,37,0,151218.98,1,1,1,109309.29,0
4810,15662238,Davis,822,France,Male,37,3,105563.0,1,1,0,182624.93,0
3843,15717185,Udinese,711,France,Male,28,8,0.0,2,1,1,64286.39,0
9223,15620750,Sugden,559,France,Male,28,3,141099.43,1,1,1,15607.27,0
9770,15703707,Atkins,656,France,Male,44,10,143571.52,1,0,0,127444.14,0
8967,15679963,Moretti,737,Germany,Male,43,8,96353.8,1,0,0,10209.8,0
66,15789484,Hammond,751,Germany,Female,36,6,169831.46,2,1,1,27758.36,0
9048,15738662,Daluchi,652,Germany,Male,41,9,159434.03,1,1,0,178373.93,0
925,15658485,Heath,785,France,Female,34,9,70302.48,1,1,1,68600.36,0
313,15674398,Russo,642,France,Male,38,3,0.0,2,0,0,171463.83,0
2061,15747980,Cattaneo,737,Spain,Male,38,6,146282.79,2,1,0,198516.2,0
4301,15633834,Milne,700,Germany,Female,28,3,99705.69,2,0,0,146723.72,0
8676,15639265,Isaacs,714,France,Male,54,7,126113.28,1,1,0,112777.38,0
24,15725737,Mosman,669,France,Male,46,3,0.0,2,0,1,8487.75,0
3482,15644686,Kennedy,729,Spain,Female,34,9,53299.96,2,1,1,42855.97,0
6753,15605424,Oluchukwu,624,Spain,Male,38,7,123906.55,1,1,0,135096.78,0
3093,15689751,Jones,666,France,Female,31,2,79589.43,1,0,0,4050.57,0
1597,15765520,Stevenson,769,Germany,Male,27,7,188614.07,1,1,0,171344.09,0
6637,15792679,Troupe,575,France,Male,24,2,0.0,2,1,1,119927.81,0
4631,15684958,Amadi,489,Germany,Male,38,2,126444.08,2,1,1,82662.73,0
7222,15690492,Palermo,625,France,Male,41,6,97663.16,2,1,0,57128.78,0
1733,15680727,Fang,735,France,Male,49,5,121973.28,1,1,0,148804.36,0
9954,15655952,Burke,550,France,Male,47,2,0.0,2,1,1,97057.28,0
8318,15670163,Verjus,666,France,Female,27,4,0.0,2,0,0,88751.45,0
4191,15659568,Atkinson,850,Spain,Female,31,3,121237.65,1,1,1,31022.56,0
1191,15636935,Rischbieth,797,France,Female,29,1,0.0,2,1,1,132975.39,0
404,15732674,Fennell,443,Spain,Male,36,6,70438.01,2,0,1,56937.43,0
4248,15677906,Owens,637,Spain,Female,54,5,0.0,1,0,1,150836.98,0
1897,15604588,Li Fonti,850,Spain,Female,38,3,0.0,2,0,1,179360.76,0
5576,15782879,Lang,656,France,Male,40,2,0.0,2,1,1,180553.48,0
8000,15591489,Davison,826,France,Male,26,5,142662.68,1,0,0,60285.3,0
7237,15651460,Hsieh,424,Spain,Male,34,7,0.0,1,1,1,16250.61,0
8238,15737275,Conti,649,France,Male,39,3,113096.41,1,1,1,60335.24,0
3335,15702300,Walker,671,France,Male,27,5,0.0,2,0,0,120893.07,0
9848,15815097,Root,603,France,Female,34,9,0.0,2,1,0,167916.35,0
2570,15700657,Thornton,641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0
4676,15602405,Ryrie,703,Germany,Female,38,9,99167.54,1,1,0,65720.92,0
7110,15688210,Sims,670,France,Female,39,8,101928.51,1,0,0,89205.54,0
9856,15797502,Lord,706,Spain,Male,24,2,141078.57,1,1,1,24402.87,0
4399,15707007,Onio,743,France,Female,39,8,0.0,1,1,0,94263.44,0
6456,15701522,Yermolayeva,711,France,Female,29,9,0.0,2,0,1,3234.8,0
2223,15763662,Longo,711,Germany,Male,43,2,39043.29,2,1,1,175423.69,0
4638,15639590,Melendez,758,France,Female,30,3,141581.08,1,1,0,156249.06,0
2772,15715465,Aksenova,714,Germany,Male,28,7,77776.39,1,1,0,177737.07,0
2374,15671789,Woods,616,France,Male,31,3,94263.91,2,1,0,168895.06,0
9829,15574523,Cheng,576,France,Male,39,1,0.0,2,1,1,68814.23,0
4789,15674932,Cameron,757,Spain,Female,44,9,0.0,2,1,0,177528.92,0
2805,15751175,Bess,648,France,Female,44,2,0.0,2,1,1,58652.23,0
5626,15663234,Bishop,508,France,Female,60,7,143262.04,1,1,1,129562.74,0
2201,15641114,Power,701,France,Male,37,8,130091.5,1,1,1,120031.29,0
8223,15791304,Ch'ang,604,Germany,Male,25,7,165413.43,1,1,1,35279.74,0
7423,15746258,Wright,622,France,Male,29,7,101486.96,1,1,1,8788.35,0
6142,15809302,Wright,572,France,Male,24,1,0.0,2,1,1,151460.84,0
9366,15753229,Genovese,802,France,Male,29,9,127414.55,1,1,1,134459.12,0
8189,15623314,Tucker,506,Germany,Female,59,3,190353.08,1,1,0,78365.75,0
9449,15628274,Ferri,583,Germany,Male,35,8,149995.72,2,1,0,42143.55,0
2188,15589320,Sagese,699,Spain,Male,34,8,0.0,1,1,1,76510.46,0
8984,15783025,Piazza,723,Germany,Male,37,3,94661.53,2,1,0,121239.65,0
8040,15773520,Begg,672,France,Female,43,4,92599.55,2,1,1,167336.78,0
2042,15709846,Yeh,840,France,Female,39,1,94968.97,1,1,0,84487.62,0
1525,15653595,Ts'ai,796,France,Male,51,6,0.0,2,0,1,194733.28,0
3685,15714006,Gardener,482,France,Female,35,2,133111.73,1,0,1,79957.95,0
549,15595440,Kryukova,508,France,Male,49,7,122451.46,2,1,1,75808.1,0
4116,15584505,Hill,580,France,Female,23,5,113923.81,2,0,0,196241.43,0
3876,15605036,Pisano,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0
7539,15728082,Vasiliev,601,Spain,Male,28,6,0.0,2,1,0,14665.28,0
7845,15667633,Allen,612,France,Female,38,1,0.0,2,1,1,9209.21,0
8561,15599386,Black,627,Germany,Male,28,5,71097.23,1,1,1,130504.49,0
7060,15642934,Mason,669,Germany,Female,35,4,108269.2,2,1,0,174969.92,0
3124,15622171,Nnamdi,642,France,Male,30,8,80964.57,2,1,0,174738.2,0
9084,15711396,Henderson,427,Spain,Male,40,8,0.0,2,1,1,82870.75,0
2444,15706587,Johnston,560,France,Male,57,0,0.0,2,0,1,116781.71,0
1935,15584930,Grimmett,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0
2903,15804002,Kovalev,691,France,Female,33,1,128306.83,1,1,1,113580.79,0
3223,15575247,Cartwright,524,France,Male,30,1,0.0,2,1,0,126812.85,0
9755,15572114,Shih,673,Spain,Male,40,1,121629.22,1,1,1,3258.6,0
8361,15754747,Bazile,686,Germany,Male,33,9,141918.09,2,0,1,184036.47,0
4295,15662203,Bremer,579,Germany,Female,42,3,137560.38,2,1,1,85424.34,0
7106,15597536,Nkemjika,576,Spain,Male,45,5,133618.01,1,0,0,135244.87,0
3358,15670668,Webb,658,Germany,Male,29,5,75395.53,2,0,1,54914.92,0
617,15719352,Davidson,754,Spain,Male,39,6,170184.99,2,1,0,89593.26,0
3631,15782456,Odili,656,France,Male,46,9,143267.14,2,0,0,193099.43,0
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0
3957,15754342,Green,597,Germany,Female,60,0,78539.84,1,0,1,48502.88,0
8240,15753955,Lori,639,Spain,Male,34,7,149940.04,2,0,0,156648.81,0
3045,15750839,Burns,649,Spain,Male,29,2,45022.23,1,1,1,173495.77,0
6682,15736717,Ma,602,France,Male,31,7,155271.83,1,1,1,179446.31,0
9768,15610419,Chukwueloka,554,France,Male,33,3,117413.95,1,1,1,12766.74,0
5184,15621440,Soto,694,France,Male,38,1,0.0,2,0,1,156858.2,0
7868,15697201,Yocum,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0
8371,15807107,Patel,612,France,Male,32,3,121394.42,1,1,0,164081.42,0
6209,15729804,Manfrin,714,France,Male,34,10,0.0,2,1,1,80234.14,0
8651,15731865,Unwin,637,France,Male,27,1,0.0,2,1,0,91291.2,0
2588,15601892,Hunter,563,France,Male,33,8,0.0,2,0,1,68815.05,0
6475,15626143,Talbot,695,France,Male,37,2,0.0,2,1,1,99692.65,0
6765,15645839,Yudin,570,France,Male,37,6,0.0,1,1,1,187758.5,0
5205,15704231,Barrett,430,France,Female,33,8,0.0,1,1,1,69759.91,0
8056,15659807,Nwachinemelu,657,Spain,Male,41,8,109402.13,1,1,1,66463.62,0
2794,15624793,Soubeiran,627,Germany,Male,23,5,184244.86,1,1,0,103099.22,0
8314,15750121,Tung,639,France,Male,38,3,0.0,1,1,0,42862.82,0
893,15585255,Moore,577,France,Male,42,9,0.0,1,1,0,74077.91,0
446,15803406,Ross,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
2391,15599251,Chung,602,Germany,Male,32,7,184715.86,2,1,0,113781.99,0
6320,15768340,Beavers,642,Germany,Female,19,3,113905.48,1,1,1,176137.2,0
64,15751208,Pirozzi,684,Spain,Male,56,8,78707.16,1,1,1,99398.36,0
807,15613319,Rice,793,France,Female,33,0,0.0,1,0,0,175544.02,0
8739,15624397,Moore,627,France,Male,43,8,71240.3,1,0,1,127734.16,0
5437,15811200,Ts'ao,831,France,Female,34,2,0.0,2,0,0,165840.94,0
227,15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0
3894,15664802,Chinweuba,543,France,Female,42,5,0.0,2,0,0,101905.34,0
2233,15671969,Pruneda,649,Spain,Male,36,8,0.0,2,1,0,161668.15,0
991,15745527,Burke,655,France,Male,37,5,93147.0,2,1,0,66214.13,0
5292,15575510,Milanesi,659,France,Female,32,2,155584.21,1,0,1,153662.88,0
4079,15690440,Stiles,656,Spain,Male,47,1,0.0,2,1,1,197961.93,0
6951,15667392,L?,652,Spain,Female,38,6,123081.84,2,1,1,188657.97,0
9753,15781530,Hsieh,690,France,Male,21,8,0.0,2,1,1,155782.89,0
4741,15618661,Chidubem,535,France,Male,30,6,103804.97,1,1,1,125710.53,0
9307,15643330,Chukwuemeka,594,France,Male,37,2,0.0,2,0,1,95864.5,0
1879,15641043,Scott,648,Spain,Male,35,7,0.0,2,1,1,78436.36,0
116,15675522,Ko,628,Germany,Female,30,9,132351.29,2,1,1,74169.13,0
9202,15788183,Longo,458,Germany,Female,43,1,106870.12,2,1,0,100564.37,0
1642,15754177,Bazarova,712,Spain,Male,53,2,111061.01,2,0,0,26542.17,0
1278,15721719,Calabresi,743,France,Male,42,7,77002.2,2,1,1,80428.42,0
7346,15567834,Nieves,719,France,Male,49,5,105918.1,1,1,1,16246.59,0
8432,15586752,Parkes,628,Germany,Male,33,8,152143.89,1,1,1,32174.03,0
3718,15623536,Madukwe,646,Germany,Male,39,0,154439.86,1,1,0,171519.06,0
670,15662397,Small,640,France,Female,42,5,176099.13,1,1,1,8404.73,0
4882,15614778,Robertson,579,France,Male,31,6,0.0,2,1,0,26149.25,0
6655,15799998,Cunningham,608,France,Female,30,8,85859.76,1,0,0,142730.27,0
7335,15759133,Vaguine,616,France,Male,18,6,0.0,2,1,1,27308.58,0
2259,15776631,Ma,466,France,Female,36,5,119540.15,1,0,1,80603.99,0
4012,15732307,Lavrentiev,694,Germany,Male,33,4,124067.32,1,1,1,77906.87,0
1481,15716822,Moen,646,France,Male,30,5,98014.74,1,1,1,12757.14,0
4988,15711254,Retana,452,France,Female,35,7,0.0,2,1,0,164241.67,0
135,15712543,Chinweike,789,Germany,Male,39,7,124828.46,2,1,1,124411.08,0
3852,15697597,Chiemenam,631,France,Male,26,1,149144.61,1,0,1,123697.95,0
3276,15800215,Kwemtochukwu,658,France,Male,25,3,0.0,2,0,1,173948.4,0
7616,15611682,Rossi,590,Spain,Male,37,6,169902.92,1,1,1,128256.18,0
4422,15698758,Onwuamaegbu,630,Spain,Female,31,1,0.0,2,1,1,169802.73,0
168,15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0
3336,15660735,T'ang,581,Spain,Female,31,6,0.0,2,1,0,188377.21,0
2030,15666043,Mackey,520,France,Male,33,4,156297.58,2,1,1,166102.61,0
9538,15780409,Egobudike,783,France,Male,40,6,0.0,2,1,0,109742.55,0
2684,15739046,Maggard,850,Spain,Female,23,9,143054.85,1,0,1,62980.96,0
1697,15700255,Robson,814,Germany,Male,44,8,95488.82,2,0,0,107013.59,0
9737,15644103,Wells,659,Spain,Male,78,2,151675.65,1,0,1,49978.67,0
3920,15759717,Mazzi,763,Spain,Female,39,7,0.0,2,1,0,19458.75,0
4297,15702788,Gadsdon,775,France,Male,40,9,126212.64,1,1,0,70196.57,0
5043,15593468,Findlay,850,France,Female,33,3,0.0,2,1,1,11159.19,0
8686,15597885,Kerr,772,France,Male,43,6,0.0,2,1,1,57675.88,0
3025,15610801,Pan,648,Germany,Male,41,5,123049.21,1,0,1,5066.76,0
1379,15682834,Johnstone,715,Spain,Female,35,4,40169.88,2,1,1,199857.47,0
5245,15702190,Fan,672,Spain,Male,43,5,0.0,2,1,1,64515.5,0
2815,15738672,Paterson,737,Germany,Female,40,2,162485.8,2,1,0,149381.32,0
2190,15798310,Palerma,480,France,Male,35,2,165692.91,1,1,1,197984.58,0
6295,15742824,Isayeva,696,Germany,Male,42,7,162318.61,1,1,0,121061.89,0
873,15794549,Andrews,722,France,Female,35,2,163943.89,2,1,1,15068.18,0
8334,15743709,Toomey,683,France,Male,30,4,66190.33,1,1,1,115186.97,0
2700,15600103,Alexander,633,Germany,Female,29,8,104944.1,1,1,1,97684.46,0
9269,15785183,Chukwuebuka,596,Spain,Male,29,2,0.0,2,1,1,1591.19,0
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0
118,15698028,Duncan,506,France,Female,41,1,0.0,2,1,0,31766.3,0
461,15732778,Templeman,468,Germany,Male,29,1,111681.98,2,1,1,195711.16,0
2685,15631927,Thomas,574,Spain,Female,28,7,0.0,2,0,0,185660.3,0
1180,15814032,Hsieh,807,Germany,Female,31,1,93460.47,2,0,0,172782.69,0
6530,15728823,Sharwood,836,Spain,Female,37,10,0.0,2,1,0,111324.41,0
6300,15575679,Lori,590,France,Male,24,7,126431.54,1,1,0,58781.11,0
1051,15623828,Akobundu,682,France,Male,30,4,0.0,1,0,1,161465.31,0
2646,15765322,Connely,755,France,Male,23,5,84284.48,2,1,1,62851.6,0
7147,15646594,Ali,749,France,Male,41,5,57568.94,1,1,1,61128.29,0
6370,15714260,Castiglione,646,France,Female,38,2,0.0,2,0,0,178752.73,0
2095,15813022,Kapustina,531,Spain,Male,70,1,0.0,2,0,0,99503.19,0
4408,15796612,Ch'ang,527,France,Female,31,1,112203.25,1,1,0,182266.01,0
3460,15754919,Nwebube,773,France,Female,40,10,0.0,2,0,1,69303.15,0
7040,15631685,Lambert,523,Germany,Male,60,1,163894.35,1,0,1,57061.71,0
5808,15607395,Holt,679,France,Female,33,9,112528.65,2,1,0,177362.45,0
6426,15566894,Gray,793,France,Male,39,3,137817.52,1,0,0,83997.79,0
7128,15808662,Krylov,624,France,Male,44,3,0.0,2,1,0,88407.51,0
9301,15591628,Davies,701,Germany,Male,41,9,164046.1,1,1,0,49405.93,0
2328,15613713,Kozlova,644,France,Male,30,5,44928.88,1,1,1,10771.46,0
9841,15607877,Maclean,576,Spain,Male,26,8,0.0,2,0,1,34101.06,0
8715,15737408,L?,703,France,Female,41,6,109941.51,1,1,0,116267.28,0
8107,15764892,Spinelli,590,Spain,Female,51,10,84474.62,2,1,1,190937.09,0
5841,15729574,Lu,616,Spain,Male,71,4,0.0,2,1,1,173599.38,0
9971,15587133,Thompson,518,France,Male,42,7,151027.05,2,1,0,119377.36,0
7370,15757188,Chimaijem,644,Spain,Female,26,4,153455.72,2,1,1,82696.84,0
2585,15754537,Ko,748,France,Male,40,0,0.0,1,0,0,60416.76,0
4331,15666652,Anayolisa,781,France,Female,19,3,0.0,2,1,1,124297.32,0
1813,15595221,Trevisano,850,Germany,Female,33,7,134678.13,1,1,0,113177.95,0
3796,15581102,Baresi,554,France,Female,22,8,0.0,2,0,1,142670.61,0
4825,15799357,Armfield,727,France,Male,35,5,136364.46,1,0,0,142754.71,0
6494,15723671,Lucciano,661,France,Male,35,9,100107.99,1,1,0,83949.68,0
6008,15712772,Onwubiko,757,France,Male,28,3,75381.15,1,1,1,199727.72,0
650,15703119,Liang,652,France,Male,38,6,0.0,2,1,1,145700.22,0
994,15782899,Ginn,661,Spain,Female,28,7,95357.49,1,0,0,102297.15,0
1871,15782574,Warner,624,Spain,Male,33,6,0.0,2,0,0,76551.7,0
4460,15658158,Sullivan,672,Germany,Female,23,10,110741.56,1,1,0,80778.5,0
3801,15685314,Noble,850,France,Female,28,2,0.0,2,1,1,38773.74,0
2950,15764195,Newsom,519,Spain,Male,39,4,111900.14,1,1,1,97577.17,0
4808,15753248,Tao,611,France,Male,28,2,0.0,2,0,0,25395.83,0
7549,15658504,Chiawuotu,584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0
3698,15565796,Docherty,745,Germany,Male,48,10,96048.55,1,1,0,74510.65,0
5877,15585379,Humphries,704,France,Male,39,2,111525.02,1,1,0,199484.96,0
8640,15654891,He,811,France,Male,30,6,0.0,2,1,1,180591.32,0
9889,15697606,Sturdee,637,France,Female,21,10,125712.2,1,0,0,175072.47,0
1499,15677049,O'Brien,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
8038,15573045,Earl,547,France,Male,62,10,127738.75,2,1,1,85153.0,0
3562,15614302,Crotty,699,Germany,Female,31,10,125837.86,2,1,0,189392.66,0
4414,15596575,Vale,615,Germany,Male,39,5,113193.51,2,1,1,52166.25,0
2710,15780212,Mao,592,France,Male,37,4,212692.97,1,0,0,176395.02,0
4349,15579387,Ni,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0
9309,15728683,Lombardo,742,France,Male,27,0,0.0,2,0,1,131534.96,0
5368,15742848,Gratton,673,France,Male,41,5,0.0,1,1,1,65657.29,0
9529,15584462,Liang,739,France,Male,34,9,0.0,1,1,0,60584.33,0
8136,15716605,Chukwufumnanya,710,Germany,Female,24,7,103099.17,2,1,0,173276.62,0
1260,15701265,Tretiakov,559,Germany,Female,36,1,104356.94,2,0,1,54184.06,0
7287,15751167,Toscano,680,France,Female,43,4,0.0,2,1,1,58761.33,0
7640,15665590,Moore,541,France,Male,46,6,0.0,2,1,1,83456.67,0
8639,15587573,Castiglione,626,Germany,Male,27,4,115084.53,2,0,1,26907.43,0
7286,15725028,Chialuka,679,France,Male,29,3,0.0,2,1,1,63687.06,0
4392,15742404,McGregor,718,France,Male,38,7,0.0,2,1,0,38308.34,0
2572,15652527,Champion,680,France,Male,44,7,108724.98,1,0,1,72330.46,0
1833,15600710,Atkinson,620,France,Male,22,0,0.0,1,1,0,32589.45,0
1591,15651802,Day,632,Spain,Female,39,5,97854.37,2,1,0,93536.38,0
4356,15593636,Cardus,657,France,Female,39,4,80293.81,1,1,0,97192.76,0
94,15640635,Capon,769,France,Male,29,8,0.0,2,1,1,172290.61,0
3802,15653997,Haynes,699,Spain,Male,31,6,114493.68,1,0,0,138396.32,0
4523,15705309,Yuriev,629,Spain,Male,39,5,0.0,2,0,0,116748.14,0
6482,15664752,Jack,606,Germany,Male,39,8,136000.45,2,1,0,31708.53,0
2509,15661974,Pirozzi,677,France,Male,46,2,57037.74,1,1,1,158531.01,0
2876,15641640,Uspenskaya,545,Spain,Female,33,7,173331.52,1,1,0,150452.88,0
8239,15672905,Sani,679,Spain,Female,40,7,0.0,2,1,1,163757.29,0
3938,15610165,Hsiung,761,France,Female,26,1,0.0,2,1,1,199409.19,0
5782,15706199,White,636,Germany,Male,36,6,96643.32,1,0,0,182059.28,0
5161,15672299,Yeh,510,France,Male,44,6,0.0,2,1,1,175518.31,0
8384,15593501,Graham,493,France,Female,36,5,148667.81,2,1,0,56092.51,0
4671,15706200,Graham,637,Germany,Male,41,2,138014.4,2,1,0,140298.24,0
2936,15689425,Olejuru,687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0
1624,15804516,Builder,589,France,Male,38,2,0.0,1,1,0,79915.28,0
6950,15704681,Yeh,766,Germany,Male,37,2,99660.13,2,0,1,147700.78,0
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0
1644,15708048,Burn,631,France,Female,34,4,124379.14,1,1,0,106892.91,0
6618,15700826,Ko,678,Germany,Female,54,1,123699.28,2,0,1,105221.76,0
1581,15793881,Mitchell,721,France,Female,35,6,118273.83,1,0,1,3086.89,0
7247,15728010,Capon,485,France,Male,37,5,0.0,2,0,1,170226.47,0
8535,15643229,Hou,671,France,Female,31,6,0.0,2,1,1,15846.42,0
8721,15645059,Crace,711,France,Female,28,8,0.0,2,0,0,105159.89,0
1665,15791991,Udinesi,773,France,Male,52,4,0.0,1,0,1,144113.42,0
4406,15617655,Holt,564,Spain,Female,35,9,0.0,2,1,1,105837.38,0
40,15585768,Cameron,582,Germany,Male,41,6,70349.48,2,0,1,178074.04,0
6779,15613463,Hackett,679,Germany,Female,50,6,132598.38,2,1,1,184017.98,0
3691,15654959,Hope,670,Spain,Male,67,6,158719.57,1,1,1,118607.4,0
8161,15576990,Taplin,790,Germany,Female,25,5,152885.77,1,1,0,58214.79,0
7681,15665181,Chung,808,Spain,Male,25,7,0.0,2,0,1,23180.37,0
4058,15769272,Clark,510,France,Female,26,6,136214.08,1,0,0,159742.33,0
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0
1287,15590993,Findlay,579,Spain,Male,37,5,152212.88,2,0,0,120219.14,0
8132,15803352,Scott,613,Germany,Male,33,3,155736.42,2,1,1,57751.21,0
5532,15696744,Miller,705,France,Female,31,3,119794.67,1,0,0,182528.44,0
6613,15615938,Fleming,502,France,Female,64,3,139663.37,1,0,1,100995.11,0
6402,15579040,Hs?,556,France,Female,46,10,0.0,2,0,0,109184.24,0
1531,15640953,Bligh,611,France,Female,26,2,107508.93,2,1,1,120801.65,0
6191,15613923,Reed,581,Spain,Female,43,4,170172.9,1,0,1,100236.02,0
9399,15752915,Hsueh,488,France,Female,34,2,0.0,2,1,1,181270.84,0
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1,1,0,148218.86,0
8341,15695197,Tochukwu,553,Germany,Female,25,7,128524.19,2,1,0,20682.46,0
2923,15705113,P'an,685,Spain,Male,34,6,83264.28,1,0,0,9663.28,0
5155,15590966,Lo,729,Germany,Female,42,4,97495.8,2,0,0,2002.5,0
2386,15728352,Yermakov,623,France,Male,27,4,120509.81,1,0,0,142170.44,0
7006,15726466,Esposito,751,France,Male,43,1,114974.24,1,1,0,125920.54,0
1768,15596397,Kelly,814,France,Female,48,7,0.0,2,1,1,132870.15,0
7796,15604497,Beale,458,Germany,Male,44,7,84386.57,1,1,0,178642.73,0
2063,15724443,Taylor,703,Germany,Female,29,3,122084.63,1,0,1,82824.08,0
6941,15636590,Pisano,575,France,Male,46,1,0.0,2,1,1,65998.26,0
7356,15623072,Shaw,529,Spain,Female,35,5,0.0,2,1,0,56518.0,0
1040,15577478,Ch'iu,714,France,Female,72,3,0.0,1,1,1,86733.61,0
8219,15634792,Weston,516,France,Female,40,9,0.0,2,0,1,33266.29,0
8006,15632848,Ferrari,634,France,Female,36,1,69518.95,1,1,0,116238.39,0
5746,15623649,Ogle,629,Spain,Male,32,3,0.0,2,1,1,15404.64,0
7546,15615176,Welsh,732,France,Male,26,7,0.0,2,1,0,154364.66,0
1734,15752508,Docherty,614,Germany,Male,32,7,99462.8,2,1,1,51117.06,0
9775,15739692,Tsui,679,France,Male,42,1,0.0,2,0,0,71823.15,0
5271,15607230,Michel,588,Germany,Male,33,9,150186.22,2,1,1,65611.01,0
2076,15741385,Gallop,710,Germany,Male,45,9,108231.37,1,1,1,188574.08,0
34,15659428,Maggard,520,Spain,Female,42,6,0.0,2,1,1,34410.55,0
8526,15751084,Mancini,712,France,Female,29,8,140170.61,1,1,1,38170.04,0
3284,15775335,Ellis,635,Germany,Female,48,4,81556.89,2,1,0,191914.37,0
3864,15645095,Huang,674,France,Female,28,3,0.0,1,1,0,51536.99,0
5978,15631639,Uspensky,704,France,Female,40,6,95452.89,1,0,1,179964.55,0
1800,15612776,McKay,850,Spain,Female,39,10,0.0,2,1,1,143030.09,0
2401,15607827,Nebechukwu,711,Germany,Male,34,4,133467.77,2,1,1,42976.64,0
634,15724282,Tsao,540,Germany,Male,44,3,164113.04,2,1,1,12120.79,0
7911,15615177,Ebelegbulam,561,Spain,Male,28,6,123692.0,1,1,1,70548.96,0
551,15750141,Reichard,721,Germany,Female,36,3,65253.07,2,1,0,28737.78,0
5075,15672397,Smith,598,France,Male,38,0,125487.89,1,0,0,158111.71,0
3971,15634310,Ko,509,France,Male,30,6,0.0,2,1,0,180598.86,0
8309,15719898,Young,556,France,Male,36,7,154872.08,2,1,1,32044.64,0
3566,15598700,Hysell,676,Spain,Female,30,5,0.0,2,0,1,157888.5,0
2361,15670205,Boyd,518,Germany,Female,41,5,110624.99,1,1,0,89327.67,0
8645,15605673,Liang,716,Spain,Female,29,8,0.0,2,0,0,78616.92,0
3156,15794493,Chimaijem,641,Spain,Male,32,7,0.0,2,1,1,24267.28,0
8036,15733705,Bull,577,France,Female,30,8,92472.1,2,0,1,126434.61,0
9663,15660611,Gallo,748,Spain,Male,39,3,0.0,2,1,1,123998.52,0
6883,15609160,Marsden,586,France,Male,32,1,0.0,2,0,0,31635.99,0
9973,15747927,Ch'in,758,France,Male,26,4,155739.76,1,1,0,171552.02,0
2613,15588446,Udinesi,550,Spain,Male,34,3,0.0,2,0,0,131281.28,0
7409,15742297,Sinclair,715,France,Male,35,2,141005.47,1,1,1,60407.93,0
3024,15697020,Hs?eh,618,France,Male,39,2,91068.56,1,1,0,26578.69,0
